  -3.0000000e+01   1.8322864e-01
  -2.9393939e+01  -8.0969405e-02
  -2.8787879e+01   3.5360197e-01
  -2.8181818e+01   7.6544200e-02
  -2.7575758e+01  -1.0375242e-01
  -2.6969697e+01   4.8643745e-01
  -2.6363636e+01   4.2541740e-01
  -2.5757576e+01   1.0180370e-01
  -2.5151515e+01   1.7644128e-01
  -2.4545455e+01   1.4348917e-01
  -2.3939394e+01  -2.3316061e-01
  -2.3333333e+01  -1.3681286e-01
  -2.2727273e+01   3.5917709e-02
  -2.2121212e+01  -2.0123298e-01
  -2.1515152e+01   4.1612693e-01
  -2.0909091e+01  -2.2959653e-01
  -2.0303030e+01  -1.9430560e-01
  -1.9696970e+01  -2.4503859e-01
  -1.9090909e+01  -1.8321439e-01
  -1.8484848e+01   3.0120922e-02
  -1.7878788e+01  -8.8688830e-02
  -1.7272727e+01   5.2992186e-01
  -1.6666667e+01   4.3700456e-02
  -1.6060606e+01  -1.9403965e-01
  -1.5454545e+01   5.3447291e-01
  -1.4848485e+01   6.1869929e-01
  -1.4242424e+01   8.8226055e-02
  -1.3636364e+01  -2.2791231e-01
  -1.3030303e+01  -6.7954188e-02
  -1.2424242e+01   9.7346801e-02
  -1.1818182e+01   3.0008515e-01
  -1.1212121e+01  -1.3774100e-02
  -1.0606061e+01   3.4837327e-01
  -1.0000000e+01   4.8148605e-01
  -9.3939394e+00   2.0651573e-02
  -8.7878788e+00  -5.0296626e-02
  -8.1818182e+00   1.6818340e-01
  -7.5757576e+00   2.3677239e-01
  -6.9696970e+00   3.9778917e-01
  -6.3636364e+00   5.4876128e-01
  -5.7575758e+00   2.0876309e-01
  -5.1515152e+00   4.8785358e-01
  -4.5454545e+00   1.1549313e+00
  -3.9393939e+00   5.4764355e-01
  -3.3333333e+00   1.6617309e+00
  -2.7272727e+00   1.7485241e+00
  -2.1212121e+00   1.8947879e+00
  -1.5151515e+00   2.5240674e+00
  -9.0909091e-01   2.9468327e+00
  -3.0303030e-01   4.2580987e+00
   3.0303030e-01   6.2772904e+00
   9.0909091e-01   7.7538121e+00
   1.5151515e+00   9.4660621e+00
   2.1212121e+00   9.6949979e+00
   2.7272727e+00   8.8210145e+00
   3.3333333e+00   7.0471370e+00
   3.9393939e+00   5.3329453e+00
   4.5454545e+00   3.7125499e+00
   5.1515152e+00   2.7385150e+00
   5.7575758e+00   2.6955636e+00
   6.3636364e+00   1.2737503e+00
   6.9696970e+00   1.7789988e+00
   7.5757576e+00   1.5532429e+00
   8.1818182e+00   1.2437172e+00
   8.7878788e+00   3.9750932e-01
   9.3939394e+00   4.4364668e-01
   1.0000000e+01   4.2359213e-01
   1.0606061e+01   6.9212620e-01
   1.1212121e+01   8.6683340e-02
   1.1818182e+01   6.1964699e-01
   1.2424242e+01  -3.8202765e-02
   1.3030303e+01   4.7205741e-01
   1.3636364e+01   2.8110778e-01
   1.4242424e+01   5.3899969e-01
   1.4848485e+01   4.5160650e-01
   1.5454545e+01   6.1990780e-01
   1.6060606e+01   5.8923620e-01
   1.6666667e+01   1.6718834e-02
   1.7272727e+01   3.6733995e-01
   1.7878788e+01  -1.4602308e-01
   1.8484848e+01  -3.2440024e-01
   1.9090909e+01   3.7916413e-01
   1.9696970e+01   1.2613270e-01
   2.0303030e+01   9.7915922e-02
   2.0909091e+01   5.1535587e-01
   2.1515152e+01   2.1380564e-01
   2.2121212e+01   2.1549863e-01
   2.2727273e+01   4.5168901e-01
   2.3333333e+01   3.9261430e-01
   2.3939394e+01   1.5913847e-01
   2.4545455e+01  -2.3899790e-01
   2.5151515e+01  -1.8599291e-01
   2.5757576e+01   4.5688214e-01
   2.6363636e+01  -4.0438996e-01
   2.6969697e+01   5.3647854e-02
   2.7575758e+01  -2.7129361e-01
   2.8181818e+01   5.3669475e-01
   2.8787879e+01   2.6812758e-01
   2.9393939e+01   5.3491932e-02
   3.0000000e+01   2.1849796e-02
