   0.0000000e+00   6.7230042e-02
   5.0125313e-01  -3.9613557e-02
   1.0025063e+00   7.0473456e-02
   1.5037594e+00   4.9166360e-02
   2.0050125e+00   1.4613520e-01
   2.5062657e+00   1.0147893e-01
   3.0075188e+00   2.1458101e-01
   3.5087719e+00   2.5838269e-01
   4.0100251e+00   3.5779922e-01
   4.5112782e+00   2.2454576e-01
   5.0125313e+00   8.5754093e-02
   5.5137845e+00   2.0388875e-01
   6.0150376e+00   3.9117150e-01
   6.5162907e+00   2.0638314e-01
   7.0175439e+00   3.7613391e-01
   7.5187970e+00   3.1423540e-01
   8.0200501e+00   4.2250344e-01
   8.5213033e+00   1.5244825e-01
   9.0225564e+00   2.9408265e-01
   9.5238095e+00   2.1303176e-01
   1.0025063e+01   5.4161901e-01
   1.0526316e+01   3.7425752e-01
   1.1027569e+01   4.1814621e-01
   1.1528822e+01   2.2346334e-01
   1.2030075e+01   2.7197335e-01
   1.2531328e+01   2.9039180e-01
   1.3032581e+01   4.0446195e-01
   1.3533835e+01   3.0067497e-01
   1.4035088e+01   3.8745925e-01
   1.4536341e+01   1.7787785e-01
   1.5037594e+01   3.2674148e-01
   1.5538847e+01   3.0455054e-01
   1.6040100e+01   2.6198387e-01
   1.6541353e+01   4.4872136e-01
   1.7042607e+01   4.5264410e-01
   1.7543860e+01   4.5662162e-01
   1.8045113e+01   3.7270258e-01
   1.8546366e+01   5.9634266e-01
   1.9047619e+01   5.6185889e-01
   1.9548872e+01   5.3821025e-01
   2.0050125e+01   5.9246436e-01
   2.0551378e+01   5.9798615e-01
   2.1052632e+01   5.0666567e-01
   2.1553885e+01   6.5061163e-01
   2.2055138e+01   6.3241942e-01
   2.2556391e+01   6.4440985e-01
   2.3057644e+01   6.5210988e-01
   2.3558897e+01   7.2162072e-01
   2.4060150e+01   6.2138512e-01
   2.4561404e+01   8.7348736e-01
   2.5062657e+01   8.5008273e-01
   2.5563910e+01   8.1635473e-01
   2.6065163e+01   8.2203995e-01
   2.6566416e+01   7.6531472e-01
   2.7067669e+01   9.1264402e-01
   2.7568922e+01   8.2031616e-01
   2.8070175e+01   7.7173504e-01
   2.8571429e+01   9.3333072e-01
   2.9072682e+01   8.0229298e-01
   2.9573935e+01   7.6730009e-01
   3.0075188e+01   7.8454098e-01
   3.0576441e+01   7.3368350e-01
   3.1077694e+01   7.0562616e-01
   3.1578947e+01   9.9165171e-01
   3.2080201e+01   9.1731708e-01
   3.2581454e+01   8.0608045e-01
   3.3082707e+01   6.7909083e-01
   3.3583960e+01   7.1043091e-01
   3.4085213e+01   7.6757176e-01
   3.4586466e+01   8.4918946e-01
   3.5087719e+01   6.8573185e-01
   3.5588972e+01   6.1457134e-01
   3.6090226e+01   6.9591086e-01
   3.6591479e+01   8.5150370e-01
   3.7092732e+01   8.7106077e-01
   3.7593985e+01   8.9254744e-01
   3.8095238e+01   8.6411897e-01
   3.8596491e+01   9.0852873e-01
   3.9097744e+01   8.7585711e-01
   3.9598997e+01   1.0034854e+00
